time,station,cur_spd,cur_spd_qc,cur_dir,cur_dir_qc,war_temp,war_temp_qc,salt,salt_qc
2017-05-19 13:00:00,인천항,41.5,G,237.4,G,15.43,G,27.04,B
2017-05-19 14:00:00,인천항,47.3,G,252.9,G,15.78,G,27.16,B
2017-05-19 15:00:00,인천항,51.4,G,252.8,G,16.53,G,26.91,B
2017-05-19 16:00:00,인천항,32.3,G,253.2,G,16.48,G,26.94,B
2017-05-19 17:00:00,인천항,17.2,G,236.5,G,16.49,G,26.68,B
2017-05-19 18:00:00,인천항,9.3,G,54.8,G,16.04,G,26.88,B
2017-05-19 19:00:00,인천항,19.0,G,57.1,G,16.55,G,26.79,B
2017-05-19 20:00:00,인천항,24.3,G,16.3,G,16.98,G,26.69,B
2017-05-19 21:00:00,인천항,23.2,G,56.0,G,15.98,G,26.74,B
2017-05-19 22:00:00,인천항,17.0,G,93.3,G,16.54,G,26.82,B
2017-05-19 23:00:00,인천항,9.7,G,187.8,G,16.39,G,26.45,B
2017-05-20 00:00:00,인천항,18.9,G,217.0,G,16.09,G,26.46,B
2017-05-20 01:00:00,인천항,31.1,G,227.5,G,15.84,G,26.33,B
2017-05-20 02:00:00,인천항,49.5,G,251.1,G,16.33,G,26.44,B
2017-05-20 03:00:00,인천항,47.0,G,254.8,G,16.52,G,26.52,B
2017-05-20 04:00:00,인천항,36.7,G,245.7,G,16.32,G,26.64,B
2017-05-20 05:00:00,인천항,19.3,G,235.7,G,16.44,G,26.25,B
2017-05-20 06:00:00,인천항,0.0,G,0.0,G,,,,
2017-05-20 07:00:00,인천항,23.7,G,61.3,G,16.44,G,26.18,B
2017-05-20 08:00:00,인천항,27.7,G,44.6,G,16.44,G,26.26,B
2017-05-20 09:00:00,인천항,23.7,G,55.1,G,15.85,G,26.22,B
2017-05-20 10:00:00,인천항,21.1,G,64.9,G,16.09,G,26.1,B
2017-05-20 11:00:00,인천항,3.1,G,35.2,G,15.59,G,26.0,B
2017-05-20 12:00:00,인천항,14.9,G,185.9,G,15.89,G,25.96,B
2017-05-20 13:00:00,인천항,15.1,G,199.8,G,16.07,G,26.03,B
2017-05-20 14:00:00,인천항,31.1,G,227.4,G,16.36,G,25.86,B
2017-05-20 15:00:00,인천항,48.2,G,232.6,G,16.77,G,25.93,B
2017-05-20 16:00:00,인천항,49.2,G,241.4,G,16.59,G,25.8,B
2017-05-20 17:00:00,인천항,33.3,G,235.4,G,16.83,G,25.9,B
2017-05-20 18:00:00,인천항,25.7,G,235.7,G,16.66,G,25.7,B
2017-05-20 19:00:00,인천항,4.5,G,250.0,G,16.83,G,25.54,B
2017-05-20 20:00:00,인천항,19.7,G,76.5,G,17.61,G,25.66,B
2017-05-20 21:00:00,인천항,17.8,G,59.1,G,16.88,G,25.27,B
2017-05-20 22:00:00,인천항,14.0,G,58.0,G,16.87,G,25.21,B
2017-05-20 23:00:00,인천항,20.0,G,46.8,G,16.5,G,25.22,B
2017-05-21 00:00:00,인천항,11.9,G,61.4,G,16.5,G,25.35,B
2017-05-21 01:00:00,인천항,14.6,G,212.4,G,16.8,G,25.16,B
2017-05-21 02:00:00,인천항,32.5,G,237.6,G,15.99,G,25.13,B
2017-05-21 03:00:00,인천항,42.4,G,247.3,G,16.54,G,25.0,B
2017-05-21 04:00:00,인천항,48.1,G,249.6,G,16.7,G,25.13,B
2017-05-21 05:00:00,인천항,40.4,G,246.8,G,16.46,G,25.3,B
2017-05-21 06:00:00,인천항,25.1,G,239.9,G,16.3,G,25.24,B
2017-05-21 07:00:00,인천항,5.4,G,224.6,G,16.54,G,24.92,B
2017-05-21 08:00:00,인천항,17.6,G,49.3,G,16.61,G,24.99,B
2017-05-21 09:00:00,인천항,23.4,G,61.0,G,16.53,G,24.98,B
2017-05-21 10:00:00,인천항,31.0,G,54.8,G,16.37,G,25.0,B
2017-05-21 11:00:00,인천항,27.6,G,55.2,G,16.28,G,25.08,B
2017-05-21 12:00:00,인천항,13.6,G,83.6,G,16.22,G,25.06,B
2017-05-21 13:00:00,인천항,11.2,G,183.9,G,15.95,G,24.8,B
2017-05-21 14:00:00,인천항,19.0,G,206.6,G,16.49,G,24.72,B
2017-05-21 15:00:00,인천항,28.4,G,199.8,G,17.13,G,24.77,B
2017-05-21 16:00:00,인천항,41.1,G,242.3,G,17.02,G,24.54,B
2017-05-21 17:00:00,인천항,58.2,G,242.3,G,16.66,G,24.5,B
2017-05-21 18:00:00,인천항,42.5,G,239.8,G,16.45,G,24.38,B
2017-05-21 19:00:00,인천항,31.7,G,245.8,G,16.94,G,24.17,B
2017-05-21 20:00:00,인천항,4.8,G,277.0,G,16.88,G,24.21,B
2017-05-21 21:00:00,인천항,20.3,G,67.9,G,16.91,G,24.13,B
2017-05-21 22:00:00,인천항,32.0,G,87.0,G,17.45,G,24.23,B
2017-05-21 23:00:00,인천항,34.2,G,52.9,G,16.53,G,24.04,B
2017-05-22 00:00:00,인천항,31.3,G,62.1,G,16.69,G,24.27,B
2017-05-22 01:00:00,인천항,13.4,G,94.9,G,16.68,G,24.07,B
2017-05-22 02:00:00,인천항,13.3,G,198.9,G,16.22,G,23.86,B
2017-05-22 03:00:00,인천항,29.1,G,225.7,G,16.2,G,23.93,B
2017-05-22 04:00:00,인천항,46.5,G,241.4,G,16.44,G,23.95,B
2017-05-22 05:00:00,인천항,53.4,G,251.7,G,16.25,G,23.87,B
2017-05-22 06:00:00,인천항,49.6,G,246.1,G,16.43,G,23.87,B
2017-05-22 07:00:00,인천항,27.9,G,251.1,G,16.6,G,24.07,B
2017-05-22 08:00:00,인천항,12.1,G,210.1,G,16.92,G,23.94,B
2017-05-22 09:00:00,인천항,26.0,G,69.0,G,16.6,G,23.97,B
2017-05-22 10:00:00,인천항,42.0,G,61.6,G,16.54,G,24.1,B
2017-05-22 11:00:00,인천항,38.4,G,61.9,G,16.56,G,23.85,B
2017-05-22 12:00:00,인천항,27.4,G,55.5,G,16.34,G,23.77,B
2017-05-22 13:00:00,인천항,19.1,G,85.5,G,16.6,G,24.11,B
2017-05-22 14:00:00,인천항,5.6,G,180.6,G,16.3,G,23.64,B
2017-05-22 15:00:00,인천항,30.4,G,235.2,G,16.13,G,23.72,B
2017-05-22 16:00:00,인천항,30.2,G,201.4,G,16.99,G,23.58,B
2017-05-22 17:00:00,인천항,58.3,G,241.9,G,16.57,G,23.61,B
2017-05-22 18:00:00,인천항,50.5,G,240.8,G,16.49,G,23.4,B
2017-05-22 19:00:00,인천항,37.1,G,242.9,G,16.79,G,23.5,B
2017-05-22 20:00:00,인천항,30.5,G,238.8,G,17.16,G,23.15,B
2017-05-22 21:00:00,인천항,5.9,G,113.8,G,17.17,G,23.27,B
2017-05-22 22:00:00,인천항,37.0,G,70.3,G,17.03,G,22.82,B
2017-05-22 23:00:00,인천항,44.3,G,64.2,G,16.78,G,23.18,B
2017-05-23 00:00:00,인천항,37.1,G,55.3,G,16.51,G,23.24,B
2017-05-23 01:00:00,인천항,25.2,G,65.0,G,16.21,G,23.29,B
2017-05-23 02:00:00,인천항,7.4,G,88.6,G,16.12,G,23.19,B
2017-05-23 03:00:00,인천항,10.6,G,175.4,G,16.04,G,22.92,B
2017-05-23 04:00:00,인천항,26.4,G,205.0,G,15.97,G,22.98,B
2017-05-23 05:00:00,인천항,48.7,G,239.1,G,16.26,G,22.86,B
2017-05-23 06:00:00,인천항,59.2,G,242.3,G,16.27,G,22.78,B
2017-05-23 07:00:00,인천항,54.3,G,241.2,G,16.83,G,22.66,B
2017-05-23 08:00:00,인천항,33.6,G,234.9,G,17.02,G,22.46,B
2017-05-23 09:00:00,인천항,19.7,G,220.3,G,17.45,G,22.44,B
2017-05-23 10:00:00,인천항,24.5,G,68.3,G,17.33,G,22.38,B
2017-05-23 12:00:00,인천항,37.3,G,51.6,G,16.89,G,30.83,G
2017-05-23 13:00:00,인천항,32.8,G,47.4,G,16.37,G,30.86,G
2017-05-23 14:00:00,인천항,17.1,G,46.9,G,16.32,G,30.85,G
2017-05-23 15:00:00,인천항,6.4,G,253.0,G,16.28,G,30.83,G
2017-05-23 16:00:00,인천항,26.2,G,218.3,G,16.18,G,30.9,G
2017-05-23 17:00:00,인천항,45.0,G,240.8,G,16.26,G,30.82,G
2017-05-23 18:00:00,인천항,62.3,G,252.0,G,16.28,G,30.8,G
2017-05-23 19:00:00,인천항,62.7,G,252.1,G,16.78,G,30.68,G
2017-05-23 20:00:00,인천항,50.3,G,250.6,G,17.07,G,30.64,G
2017-05-23 21:00:00,인천항,27.0,G,254.6,G,17.53,G,30.45,G
2017-05-23 22:00:00,인천항,16.7,G,103.8,G,17.55,G,30.41,G
2017-05-23 23:00:00,인천항,58.0,G,72.4,G,17.1,G,30.56,G
2017-05-24 00:00:00,인천항,53.3,G,61.9,G,17.08,G,30.54,G
2017-05-24 01:00:00,인천항,47.2,G,55.2,G,16.68,G,30.6,G
2017-05-24 02:00:00,인천항,30.8,G,60.3,G,16.26,G,30.63,G
2017-05-24 03:00:00,인천항,12.7,G,45.1,G,16.07,G,30.67,G
2017-05-24 04:00:00,인천항,13.4,G,235.8,G,16.05,G,30.69,G
2017-05-24 05:00:00,인천항,40.2,G,222.8,G,15.92,G,30.77,G
2017-05-24 06:00:00,인천항,58.9,G,236.7,G,16.21,G,30.73,G
2017-05-24 07:00:00,인천항,69.0,G,244.0,G,16.53,G,30.69,G
2017-05-24 08:00:00,인천항,63.1,G,244.4,G,16.89,G,30.58,G
2017-05-24 09:00:00,인천항,43.9,G,241.1,G,17.38,G,30.42,G
2017-05-24 10:00:00,인천항,8.2,G,227.9,G,17.68,G,30.34,G
2017-05-24 11:00:00,인천항,39.1,G,72.1,G,17.47,G,30.44,G
2017-05-24 12:00:00,인천항,60.4,G,63.7,G,17.41,G,30.49,G
2017-05-24 13:00:00,인천항,56.1,G,55.0,G,17.01,G,30.57,G
2017-05-24 14:00:00,인천항,31.5,G,53.2,G,16.87,G,30.68,G
2017-05-24 15:00:00,인천항,4.9,G,88.9,G,16.38,G,30.74,G
2017-05-24 16:00:00,인천항,12.2,G,225.8,G,16.55,G,30.79,G
2017-05-24 17:00:00,인천항,36.9,G,225.6,G,16.83,G,30.69,G
2017-05-24 18:00:00,인천항,54.0,G,228.4,G,16.65,G,30.78,G
2017-05-24 19:00:00,인천항,69.8,G,242.4,G,16.76,G,30.74,G
2017-05-24 20:00:00,인천항,65.4,G,241.9,G,17.18,G,30.62,G
2017-05-24 21:00:00,인천항,52.9,G,244.9,G,17.68,G,30.46,G
2017-05-24 22:00:00,인천항,24.2,G,227.5,G,17.86,G,30.37,G
2017-05-24 23:00:00,인천항,36.4,G,84.5,G,17.79,G,30.41,G
2017-05-25 00:00:00,인천항,70.7,G,67.1,G,17.68,G,30.47,G
2017-05-25 01:00:00,인천항,72.6,G,59.9,G,17.3,G,30.53,G
2017-05-25 02:00:00,인천항,45.6,G,55.0,G,17.02,G,30.61,G
2017-05-25 03:00:00,인천항,22.2,G,58.4,G,16.6,G,30.7,G
2017-05-25 04:00:00,인천항,5.9,G,254.9,G,16.57,G,30.7,G
2017-05-25 05:00:00,인천항,28.0,G,209.9,G,16.24,G,30.76,G
2017-05-25 06:00:00,인천항,49.1,G,227.4,G,16.5,G,30.75,G
2017-05-25 07:00:00,인천항,71.1,G,239.7,G,16.7,G,30.69,G
2017-05-25 08:00:00,인천항,76.5,G,243.9,G,17.12,G,30.6,G
2017-05-25 09:00:00,인천항,57.0,G,241.1,G,17.22,G,30.56,G
2017-05-25 10:00:00,인천항,42.9,G,243.5,G,17.91,G,30.34,G
2017-05-25 11:00:00,인천항,3.4,G,118.9,G,17.93,G,30.34,G
2017-05-25 12:00:00,인천항,52.8,G,71.6,G,17.93,G,30.37,G
2017-05-25 13:00:00,인천항,58.3,G,69.7,G,17.44,G,30.56,G
2017-05-25 14:00:00,인천항,53.5,G,56.5,G,17.48,G,30.52,G
2017-05-25 15:00:00,인천항,27.6,G,51.5,G,17.15,G,30.61,G
2017-05-25 16:00:00,인천항,4.7,G,94.5,G,16.94,G,30.67,G
2017-05-25 17:00:00,인천항,19.0,G,216.4,G,16.89,G,30.66,G
2017-05-25 18:00:00,인천항,48.8,G,230.1,G,16.3,G,30.76,G
2017-05-25 19:00:00,인천항,70.5,G,231.6,G,16.38,G,30.8,G
2017-05-25 20:00:00,인천항,74.0,G,237.7,G,17.07,G,30.69,G
2017-05-25 21:00:00,인천항,62.4,G,241.5,G,17.51,G,30.47,G
2017-05-25 22:00:00,인천항,47.2,G,242.9,G,17.97,G,30.34,G
2017-05-25 23:00:00,인천항,3.9,G,183.0,G,17.98,G,30.27,G
2017-05-26 00:00:00,인천항,54.0,G,78.3,G,17.9,G,30.34,G
2017-05-26 01:00:00,인천항,82.5,G,74.3,G,16.83,G,30.67,G
2017-05-26 02:00:00,인천항,68.4,G,60.7,G,17.15,G,30.52,G
2017-05-26 03:00:00,인천항,37.9,G,64.6,G,16.78,G,30.74,G
2017-05-26 04:00:00,인천항,14.2,G,54.1,G,16.56,G,30.74,G
2017-05-26 05:00:00,인천항,8.0,G,259.7,G,16.37,G,30.71,G
2017-05-26 06:00:00,인천항,29.6,G,220.2,G,16.02,G,30.72,G
2017-05-26 07:00:00,인천항,62.2,G,228.7,G,15.95,G,30.76,G
2017-05-26 08:00:00,인천항,76.3,G,241.9,G,16.64,G,30.58,G
2017-05-26 09:00:00,인천항,62.5,G,235.9,G,16.78,G,30.63,G
2017-05-26 10:00:00,인천항,64.8,G,244.6,G,17.47,G,30.45,G
2017-05-26 11:00:00,인천항,33.3,G,244.1,G,17.79,G,30.25,G
2017-05-26 12:00:00,인천항,13.9,G,99.5,G,17.95,G,30.25,G
2017-05-26 13:00:00,인천항,62.9,G,76.4,G,18.05,G,30.31,G
2017-05-26 14:00:00,인천항,76.1,G,67.6,G,17.54,G,30.54,G
2017-05-26 15:00:00,인천항,46.9,G,58.9,G,17.24,G,30.58,G
2017-05-26 16:00:00,인천항,24.4,G,52.7,G,16.95,G,30.65,G
2017-05-26 17:00:00,인천항,4.0,G,285.6,G,16.55,G,30.64,G
2017-05-26 18:00:00,인천항,35.5,G,232.0,G,16.47,G,30.61,G
2017-05-26 19:00:00,인천항,59.9,G,235.1,G,16.7,G,30.61,G
2017-05-26 20:00:00,인천항,81.6,G,239.2,G,16.98,G,30.57,G
2017-05-26 21:00:00,인천항,83.1,G,240.1,G,17.11,G,30.55,G
2017-05-26 22:00:00,인천항,71.4,G,245.5,G,17.67,G,30.35,G
2017-05-26 23:00:00,인천항,50.1,G,237.8,G,17.94,G,30.25,G
2017-05-27 00:00:00,인천항,3.9,G,140.1,G,17.96,G,30.23,G
2017-05-27 01:00:00,인천항,60.8,G,77.5,G,17.87,G,30.28,G
2017-05-27 02:00:00,인천항,84.7,G,72.1,G,16.83,G,30.64,G
2017-05-27 03:00:00,인천항,62.1,G,60.0,G,17.24,G,30.46,G
2017-05-27 04:00:00,인천항,50.5,G,55.1,G,16.71,G,30.61,G
2017-05-27 06:00:00,인천항,8.7,G,258.0,G,16.59,G,30.55,G
2017-05-27 07:00:00,인천항,45.6,G,230.0,G,16.55,G,30.5,G
2017-05-27 08:00:00,인천항,68.4,G,233.5,G,16.34,G,30.6,G
2017-05-27 09:00:00,인천항,84.5,G,241.3,G,16.79,G,30.6,G
2017-05-27 10:00:00,인천항,66.3,G,238.9,G,16.79,G,30.59,G
2017-05-27 11:00:00,인천항,54.8,G,245.4,G,17.54,G,30.31,G
2017-05-27 12:00:00,인천항,32.8,G,235.2,G,17.76,G,30.19,G
2017-05-27 13:00:00,인천항,23.0,G,77.7,G,17.83,G,30.13,G
2017-05-27 14:00:00,인천항,66.3,G,61.3,G,17.75,G,30.33,G
2017-05-27 15:00:00,인천항,67.2,G,50.4,G,17.61,G,30.32,G
2017-05-27 16:00:00,인천항,41.4,G,48.1,G,17.35,G,30.36,G
2017-05-27 17:00:00,인천항,27.1,G,36.7,G,16.93,G,30.45,G
2017-05-27 18:00:00,인천항,6.2,G,310.3,G,16.65,G,30.46,G
2017-05-27 19:00:00,인천항,40.8,G,244.0,G,16.84,G,30.46,G
2017-05-27 20:00:00,인천항,69.8,G,243.9,G,16.76,G,30.53,G
2017-05-27 21:00:00,인천항,79.9,G,251.2,G,16.67,G,30.52,G
2017-05-27 22:00:00,인천항,82.9,G,248.7,G,17.25,G,30.41,G
2017-05-27 23:00:00,인천항,75.5,G,252.9,G,17.93,G,30.21,G
2017-05-28 00:00:00,인천항,36.8,G,250.5,G,18.04,G,30.11,G
2017-05-28 01:00:00,인천항,22.3,G,74.1,G,18.05,G,30.05,G
2017-05-28 02:00:00,인천항,69.1,G,64.2,G,17.95,G,30.08,G
2017-05-28 03:00:00,인천항,79.8,G,56.8,G,17.55,G,30.16,G
2017-05-28 04:00:00,인천항,56.0,G,61.8,G,17.0,G,30.33,G
2017-05-28 05:00:00,인천항,32.7,G,52.4,G,16.66,G,30.38,G
2017-05-28 06:00:00,인천항,6.2,G,1.0,G,16.76,G,30.36,G
2017-05-28 07:00:00,인천항,20.5,G,240.0,G,16.62,G,30.38,G
2017-05-28 08:00:00,인천항,52.0,G,240.6,G,16.59,G,30.45,G
2017-05-28 09:00:00,인천항,71.0,G,246.4,G,16.57,G,30.52,G
2017-05-28 10:00:00,인천항,87.1,G,246.5,G,17.22,G,30.36,G
2017-05-28 11:00:00,인천항,69.9,G,247.3,G,17.14,G,30.4,G
2017-05-28 12:00:00,인천항,49.9,G,246.7,G,17.61,G,30.2,G
2017-05-28 13:00:00,인천항,22.8,G,241.8,G,17.94,G,30.0,G
2017-05-28 14:00:00,인천항,31.5,G,72.3,G,18.02,G,30.06,G
2017-05-28 15:00:00,인천항,56.1,G,56.1,G,18.05,G,30.02,G
2017-05-28 16:00:00,인천항,63.0,G,50.8,G,17.65,G,30.36,G
2017-05-28 17:00:00,인천항,40.1,G,45.0,G,17.4,G,30.2,G
2017-05-28 18:00:00,인천항,20.2,G,33.7,G,17.09,G,30.25,G
2017-05-28 19:00:00,인천항,11.3,G,276.5,G,16.96,G,30.27,G
2017-05-28 20:00:00,인천항,42.7,G,242.6,G,16.99,G,30.29,G
2017-05-28 21:00:00,인천항,70.8,G,246.8,G,17.04,G,30.34,G
2017-05-28 22:00:00,인천항,83.9,G,249.8,G,17.19,G,30.28,G
2017-05-28 23:00:00,인천항,79.8,G,250.7,G,17.5,G,30.19,G
2017-05-29 00:00:00,인천항,59.9,G,250.5,G,18.0,G,30.0,G
2017-05-29 01:00:00,인천항,24.0,G,242.7,G,18.1,G,29.91,G
2017-05-29 02:00:00,인천항,40.7,G,70.4,G,18.05,G,29.91,G
2017-05-29 03:00:00,인천항,72.9,G,61.8,G,17.9,G,29.96,G
2017-05-29 04:00:00,인천항,71.7,G,56.1,G,17.47,G,30.02,G
2017-05-29 05:00:00,인천항,34.8,G,57.0,G,17.19,G,30.1,G
2017-05-29 06:00:00,인천항,32.0,G,38.1,G,16.99,G,30.14,G
2017-05-29 07:00:00,인천항,0.6,G,199.6,G,16.98,G,30.14,G
2017-05-29 08:00:00,인천항,29.5,G,234.7,G,16.78,G,30.17,G
2017-05-29 09:00:00,인천항,56.1,G,240.7,G,16.81,G,30.25,G
2017-05-29 10:00:00,인천항,76.8,G,247.8,G,16.9,G,30.28,G
2017-05-29 11:00:00,인천항,76.3,G,248.8,G,17.28,G,30.17,G
2017-05-29 12:00:00,인천항,62.3,G,245.9,G,17.5,G,30.18,G
2017-05-29 13:00:00,인천항,49.5,G,257.4,G,17.98,G,29.93,G
2017-05-29 14:00:00,인천항,10.7,G,215.7,G,18.08,G,29.83,G
2017-05-29 15:00:00,인천항,42.0,G,65.5,G,18.03,G,29.84,G
2017-05-29 16:00:00,인천항,58.4,G,57.5,G,18.58,G,29.62,G
2017-05-29 17:00:00,인천항,55.7,G,51.0,G,17.77,G,29.94,G
2017-05-29 18:00:00,인천항,36.5,G,48.0,G,17.51,G,30.02,G
2017-05-29 19:00:00,인천항,10.8,G,36.8,G,17.31,G,30.04,G
2017-05-29 20:00:00,인천항,11.4,G,258.7,G,17.25,G,30.03,G
2017-05-29 21:00:00,인천항,48.2,G,245.6,G,17.16,G,30.08,G
2017-05-29 22:00:00,인천항,72.1,G,247.3,G,17.26,G,30.12,G
2017-05-29 23:00:00,인천항,76.0,G,249.0,G,17.62,G,30.06,G
2017-05-30 00:00:00,인천항,67.3,G,246.5,G,17.75,G,29.99,G
2017-05-30 01:00:00,인천항,50.6,G,253.2,G,18.33,G,29.84,G
2017-05-30 02:00:00,인천항,12.9,G,229.2,G,18.39,G,29.65,G
2017-05-30 03:00:00,인천항,54.9,G,68.0,G,18.32,G,29.71,G
2017-05-30 04:00:00,인천항,68.9,G,60.4,G,17.94,G,29.8,G
2017-05-30 05:00:00,인천항,64.9,G,48.8,G,17.67,G,29.85,G
2017-05-30 06:00:00,인천항,37.5,G,51.7,G,17.22,G,29.88,G
2017-05-30 07:00:00,인천항,29.2,G,50.8,G,17.01,G,29.95,G
2017-05-30 08:00:00,인천항,1.9,G,301.6,G,17.04,G,29.87,G
2017-05-30 09:00:00,인천항,29.2,G,226.6,G,16.94,G,29.86,G
2017-05-30 10:00:00,인천항,53.7,G,241.7,G,16.98,G,29.99,G
2017-05-30 11:00:00,인천항,72.1,G,248.2,G,17.11,G,30.0,G
2017-05-30 12:00:00,인천항,72.8,G,249.1,G,17.62,G,29.87,G
2017-05-30 13:00:00,인천항,55.7,G,254.3,G,17.76,G,29.85,G
2017-05-30 14:00:00,인천항,34.9,G,251.0,G,18.22,G,29.67,G
2017-05-30 15:00:00,인천항,6.9,G,167.0,G,18.72,G,29.55,G
2017-05-30 16:00:00,인천항,37.7,G,60.6,G,18.28,G,29.58,G
2017-05-30 17:00:00,인천항,53.8,G,53.2,G,18.69,G,29.44,G
2017-05-30 18:00:00,인천항,51.5,G,43.4,G,18.05,G,29.65,G
2017-05-30 19:00:00,인천항,32.5,G,35.9,G,17.73,G,29.76,G
2017-05-30 20:00:00,인천항,7.7,G,22.2,G,17.46,G,29.75,G
2017-05-30 21:00:00,인천항,18.5,G,248.6,G,17.41,G,29.73,G
2017-05-30 22:00:00,인천항,45.4,G,243.4,G,17.37,G,29.79,G
2017-05-30 23:00:00,인천항,68.9,G,248.3,G,17.46,G,29.82,G
2017-05-31 00:00:00,인천항,66.6,G,252.0,G,17.65,G,29.77,G
2017-05-31 01:00:00,인천항,57.1,G,254.8,G,18.07,G,29.67,G
2017-05-31 02:00:00,인천항,30.1,G,253.9,G,18.26,G,29.54,G
2017-05-31 03:00:00,인천항,4.3,G,105.7,G,18.42,G,29.4,G
2017-05-31 04:00:00,인천항,47.5,G,77.3,G,18.22,G,29.51,G
2017-05-31 05:00:00,인천항,59.5,G,65.4,G,18.33,G,29.53,G
2017-05-31 06:00:00,인천항,59.2,G,58.0,G,17.81,G,29.64,G
2017-05-31 07:00:00,인천항,33.8,G,55.2,G,17.24,G,29.62,G
2017-05-31 08:00:00,인천항,19.5,G,33.7,G,17.0,G,29.6,G
2017-05-31 09:00:00,인천항,11.1,G,267.2,G,16.88,G,29.62,G
2017-05-31 10:00:00,인천항,31.5,G,240.4,G,16.91,G,29.58,G
2017-05-31 11:00:00,인천항,47.6,G,245.1,G,17.1,G,29.63,G
2017-05-31 12:00:00,인천항,63.5,G,249.1,G,17.44,G,29.54,G
2017-05-31 13:00:00,인천항,64.5,G,249.8,G,17.87,G,29.59,G
2017-05-31 14:00:00,인천항,41.9,G,252.4,G,18.04,G,29.57,G
2017-05-31 15:00:00,인천항,28.1,G,245.7,G,18.29,G,29.41,G
2017-05-31 16:00:00,인천항,8.4,G,88.8,G,18.39,G,29.29,G
2017-05-31 17:00:00,인천항,37.9,G,66.6,G,18.31,G,29.39,G
2017-05-31 18:00:00,인천항,42.0,G,54.9,G,18.28,G,29.35,G
2017-05-31 19:00:00,인천항,36.1,G,49.9,G,18.06,G,29.42,G
2017-05-31 20:00:00,인천항,26.3,G,46.1,G,17.6,G,29.42,G
2017-05-31 21:00:00,인천항,4.7,G,32.0,G,17.38,G,29.53,G
2017-05-31 22:00:00,인천항,19.1,G,237.9,G,17.37,G,29.37,G
2017-05-31 23:00:00,인천항,39.3,G,234.5,G,17.6,G,29.3,G
2017-06-01 00:00:00,인천항,56.1,G,241.6,G,17.66,G,29.32,G
2017-06-01 01:00:00,인천항,58.3,G,246.1,G,17.96,G,29.3,G
2017-06-01 02:00:00,인천항,43.2,G,245.4,G,18.21,G,29.23,G
2017-06-01 03:00:00,인천항,27.0,G,229.8,G,18.34,G,29.19,G
2017-06-01 04:00:00,인천항,3.9,G,100.0,G,18.54,G,29.06,G
2017-06-01 05:00:00,인천항,42.1,G,74.2,G,18.27,G,29.18,G
2017-06-01 06:00:00,인천항,51.1,G,62.3,G,18.24,G,29.18,G
2017-06-01 07:00:00,인천항,36.8,G,60.2,G,18.07,G,29.12,G
2017-06-01 08:00:00,인천항,27.8,G,44.4,G,17.59,G,29.13,G
2017-06-01 09:00:00,인천항,6.9,G,33.9,G,17.31,G,29.16,G
2017-06-01 10:00:00,인천항,7.0,G,247.5,G,17.22,G,29.16,G
2017-06-01 11:00:00,인천항,29.2,G,226.5,G,17.22,G,29.11,G
2017-06-01 12:00:00,인천항,41.7,G,227.6,G,17.49,G,28.99,G
2017-06-01 13:00:00,인천항,49.0,G,238.8,G,17.86,G,29.04,G
2017-06-01 14:00:00,인천항,57.9,G,241.0,G,18.14,G,29.07,G
2017-06-01 15:00:00,인천항,37.2,G,246.6,G,18.25,G,28.95,G
2017-06-01 16:00:00,인천항,25.5,G,228.9,G,18.56,G,28.9,G
2017-06-01 17:00:00,인천항,10.4,G,93.7,G,18.63,G,28.86,G
2017-06-01 18:00:00,인천항,39.0,G,75.3,G,18.51,G,28.83,G
2017-06-01 19:00:00,인천항,35.7,G,63.3,G,18.42,G,28.81,G
2017-06-01 20:00:00,인천항,33.5,G,66.3,G,18.21,G,28.83,G
2017-06-01 21:00:00,인천항,18.0,G,87.7,G,17.74,G,28.88,G
2017-06-01 22:00:00,인천항,15.4,G,132.7,G,17.65,G,28.86,G
2017-06-01 23:00:00,인천항,17.7,G,216.0,G,17.6,G,28.88,G
2017-06-02 00:00:00,인천항,28.0,G,224.3,G,17.74,G,28.84,G
2017-06-02 01:00:00,인천항,40.9,G,236.4,G,17.71,G,28.91,G
2017-06-02 02:00:00,인천항,51.4,G,239.6,G,18.04,G,28.76,G
2017-06-02 03:00:00,인천항,36.2,G,248.1,G,18.29,G,28.71,G
2017-06-02 04:00:00,인천항,19.8,G,241.5,G,18.38,G,28.69,G
2017-06-02 05:00:00,인천항,5.9,G,93.6,G,18.48,G,28.66,G
2017-06-02 06:00:00,인천항,34.1,G,66.1,G,18.35,G,28.61,G
2017-06-02 07:00:00,인천항,40.8,G,59.2,G,18.29,G,28.57,G
2017-06-02 08:00:00,인천항,32.8,G,61.8,G,17.98,G,28.55,G
2017-06-02 09:00:00,인천항,32.0,G,66.6,G,17.95,G,28.59,G
2017-06-02 10:00:00,인천항,9.0,G,51.3,G,17.35,G,28.58,G
2017-06-02 11:00:00,인천항,7.3,G,264.3,G,17.08,G,28.6,G
2017-06-02 12:00:00,인천항,19.8,G,202.2,G,17.52,G,28.7,G
2017-06-02 13:00:00,인천항,30.5,G,218.7,G,17.7,G,28.54,G
2017-06-02 14:00:00,인천항,42.8,G,233.8,G,18.07,G,28.5,G
2017-06-02 15:00:00,인천항,51.7,G,237.0,G,18.34,G,28.52,G
2017-06-02 16:00:00,인천항,42.5,G,241.5,G,18.56,G,28.31,G
2017-06-02 17:00:00,인천항,27.1,G,226.1,G,18.86,G,28.28,G
2017-06-02 18:00:00,인천항,4.3,G,89.6,G,18.68,G,28.25,G
